trip_id,route_id,vehicle_id,departure_datetime,arrival_datetime,vehicle_capacity,passengers_onboard,trip_status
TR25510,RT005,VH013,2025-07-08 16:31:00,2025-07-08 17:34:00,8,5,completed
TR25511,RT006,VH009,2025-07-08 05:58:00,2025-07-08 07:51:00,40,21,completed
TR25512,RT006,VH010,2025-07-08 10:04:00,2025-07-08 11:38:00,49,36,completed
TR25513,RT006,VH010,2025-07-08 13:52:00,2025-07-08 15:37:00,49,25,completed
TR25514,RT006,VH003,2025-07-08 18:07:00,2025-07-08 19:32:00,49,35,completed
TR25515,RT007,VH012,2025-07-08 06:04:00,2025-07-08 07:03:00,12,8,completed
TR25516,RT007,VH015,2025-07-08 11:28:00,2025-07-08 12:28:00,12,6,completed
TR25517,RT007,VH015,2025-07-08 16:40:00,2025-07-08 17:35:00,12,9,completed
TR25518,RT008,VH016,2025-07-08 06:07:00,2025-07-08 07:04:00,55,52,completed
TR25519,RT008,VH001,2025-07-08 08:38:00,2025-07-08 09:20:00,55,34,completed
TR25520,RT008,VH016,2025-07-08 11:17:00,2025-07-08 12:03:00,55,43,completed
TR25521,RT008,VH008,2025-07-08 13:58:00,2025-07-08 14:53:00,40,27,completed
TR25522,RT008,VH016,2025-07-08 16:35:00,2025-07-08 17:24:00,55,54,completed
TR25523,RT008,VH008,2025-07-08 19:17:00,2025-07-08 20:12:00,40,31,completed
TR25524,RT009,VH005,2025-07-08 05:53:00,2025-07-08 07:58:00,45,38,completed
TR25525,RT009,VH006,2025-07-08 11:18:00,2025-07-08 13:08:00,45,29,completed
TR25526,RT009,VH002,2025-07-08 16:38:00,2025-07-08 18:10:00,55,50,completed
TR25527,RT010,VH014,2025-07-08 06:06:00,2025-07-08 06:46:00,8,4,completed
TR25528,RT010,VH011,2025-07-08 09:52:00,2025-07-08 10:36:00,12,6,completed
TR25529,RT010,VH014,2025-07-08 14:07:00,2025-07-08 14:39:00,8,7,completed
TR25530,RT010,VH018,2025-07-08 17:54:00,2025-07-08 18:38:00,8,4,completed
TR25531,RT001,VH007,2025-07-09 06:03:00,2025-07-09 07:01:00,40,22,completed
TR25532,RT001,VH002,2025-07-09 07:52:00,2025-07-09 08:59:00,55,37,completed
TR25533,RT001,VH002,2025-07-09 09:53:00,2025-07-09 10:57:00,55,41,completed
TR25534,RT001,VH008,2025-07-09 12:00:00,2025-07-09 13:21:00,40,33,completed
TR25535,RT001,VH016,2025-07-09 14:07:00,2025-07-09 15:21:00,55,29,completed
TR25536,RT001,VH008,2025-07-09 16:04:00,2025-07-09 17:15:00,40,26,completed
TR25537,RT001,VH001,2025-07-09 18:05:00,2025-07-09 19:18:00,55,27,completed
TR25538,RT001,VH008,2025-07-09 19:56:00,2025-07-09 21:06:00,40,34,completed
TR25539,RT002,VH010,2025-07-09 05:58:00,2025-07-09 07:13:00,49,36,completed
TR25540,RT002,VH003,2025-07-09 08:49:00,2025-07-09 09:47:00,49,37,completed
TR25541,RT002,VH010,2025-07-09 11:29:00,2025-07-09 12:47:00,49,40,completed
TR25542,RT002,VH004,2025-07-09 13:51:00,2025-07-09 14:49:00,49,29,completed
TR25543,RT002,VH004,2025-07-09 16:38:00,2025-07-09 17:47:00,49,41,completed
TR25544,RT002,VH010,2025-07-09 19:22:00,2025-07-09 20:38:00,49,26,completed
TR25545,RT003,VH004,2025-07-09 06:06:00,2025-07-09 08:13:00,49,39,completed
TR25546,RT003,VH006,2025-07-09 10:00:00,2025-07-09 11:55:00,45,32,completed
TR25547,RT003,VH005,2025-07-09 13:50:00,2025-07-09 15:52:00,45,36,completed
TR25548,RT003,VH006,2025-07-09 17:56:00,2025-07-09 20:17:00,45,43,completed
TR25549,RT004,VH005,2025-07-09 06:10:00,2025-07-09 07:49:00,45,42,completed
TR25550,RT004,VH005,2025-07-09 09:06:00,2025-07-09 10:51:00,45,37,completed
TR25551,RT004,VH009,2025-07-09 12:14:00,2025-07-09 13:53:00,40,35,completed
TR25552,RT004,VH005,2025-07-09 15:42:00,2025-07-09 17:28:00,45,34,completed
TR25553,RT004,VH009,2025-07-09 18:42:00,2025-07-09 20:36:00,40,28,completed
TR25554,RT005,VH013,2025-07-09 06:04:00,2025-07-09 07:28:00,8,5,completed
TR25555,RT005,VH011,2025-07-09 11:23:00,2025-07-09 12:40:00,12,11,completed
TR25556,RT005,VH018,2025-07-09 16:48:00,2025-07-09 18:03:00,8,5,completed
TR25557,RT006,VH003,2025-07-09 05:53:00,2025-07-09 07:27:00,49,49,completed
TR25558,RT006,VH009,2025-07-09 10:02:00,2025-07-09 11:49:00,40,28,completed
TR25559,RT006,VH009,2025-07-09 14:07:00,2025-07-09 16:00:00,40,35,completed
TR25560,RT006,VH003,2025-07-09 17:50:00,2025-07-09 19:39:00,49,47,completed
TR25561,RT007,VH012,2025-07-09 06:03:00,2025-07-09 07:02:00,12,9,completed
TR25562,RT007,VH012,2025-07-09 11:15:00,2025-07-09 12:20:00,12,10,completed
TR25563,RT007,VH014,2025-07-09 16:45:00,2025-07-09 17:40:00,8,7,completed
TR25564,RT008,VH002,2025-07-09 06:04:00,2025-07-09 06:46:00,55,31,completed
TR25565,RT008,VH008,2025-07-09 08:47:00,2025-07-09 09:34:00,40,37,completed
TR25566,RT008,VH008,2025-07-09 11:28:00,2025-07-09 12:26:00,40,35,completed
TR25567,RT008,VH001,2025-07-09 14:03:00,2025-07-09 14:57:00,55,31,completed
TR25568,RT008,VH016,2025-07-09 16:34:00,2025-07-09 17:21:00,55,26,completed
TR25569,RT008,VH008,2025-07-09 19:22:00,2025-07-09 20:19:00,40,36,completed
TR25570,RT009,VH005,2025-07-09 05:50:00,2025-07-09 07:36:00,45,39,completed
TR25571,RT009,VH005,2025-07-09 11:16:00,2025-07-09 13:22:00,45,29,completed
TR25572,RT009,VH005,2025-07-09 16:37:00,2025-07-09 18:33:00,45,24,completed
TR25573,RT010,VH014,2025-07-09 06:09:00,2025-07-09 06:52:00,8,7,completed
TR25574,RT010,VH018,2025-07-09 09:54:00,2025-07-09 10:33:00,8,6,completed
TR25575,RT010,VH011,2025-07-09 13:55:00,2025-07-09 14:32:00,12,9,completed
TR25576,RT010,VH018,2025-07-09 18:00:00,2025-07-09 18:42:00,8,8,completed
TR25577,RT001,VH008,2025-07-10 05:52:00,2025-07-10 07:10:00,40,38,completed
TR25578,RT001,VH016,2025-07-10 08:01:00,2025-07-10 09:23:00,55,33,completed
TR25579,RT001,VH002,2025-07-10 09:55:00,2025-07-10 11:04:00,55,43,completed
TR25580,RT001,VH001,2025-07-10 11:52:00,2025-07-10 13:04:00,55,28,completed
TR25581,RT001,VH008,2025-07-10 14:04:00,2025-07-10 15:09:00,40,34,completed
TR25582,RT001,VH001,2025-07-10 16:09:00,2025-07-10 17:14:00,55,26,completed
TR25583,RT001,VH002,2025-07-10 18:00:00,2025-07-10 19:03:00,55,43,completed
TR25584,RT001,VH008,2025-07-10 20:04:00,2025-07-10 21:12:00,40,31,completed
TR25585,RT002,VH003,2025-07-10 05:57:00,2025-07-10 07:01:00,49,30,completed
TR25586,RT002,VH010,2025-07-10 08:39:00,2025-07-10 09:47:00,49,28,completed
TR25587,RT002,VH003,2025-07-10 11:21:00,2025-07-10 12:28:00,49,29,completed
TR25588,RT002,VH017,2025-07-10 14:00:00,2025-07-10 15:02:00,49,48,completed
TR25589,RT002,VH017,2025-07-10 16:49:00,2025-07-10 18:03:00,49,24,completed
TR25590,RT002,VH010,2025-07-10 19:21:00,2025-07-10 20:35:00,49,33,completed
TR25591,RT003,VH004,2025-07-10 06:01:00,2025-07-10 08:11:00,49,39,completed
TR25592,RT003,VH004,2025-07-10 10:06:00,2025-07-10 12:07:00,49,27,completed
TR25593,RT003,VH006,2025-07-10 13:57:00,2025-07-10 16:36:00,45,40,completed
TR25594,RT003,VH005,2025-07-10 18:02:00,2025-07-10 20:31:00,45,29,completed
TR25595,RT004,VH009,2025-07-10 05:58:00,2025-07-10 07:45:00,40,19,completed
TR25596,RT004,VH009,2025-07-10 09:04:00,2025-07-10 10:33:00,40,39,completed
TR25597,RT004,VH009,2025-07-10 12:20:00,2025-07-10 13:55:00,40,21,completed
TR25598,RT004,VH009,2025-07-10 15:27:00,2025-07-10 17:00:00,40,19,completed
TR25599,RT004,VH005,2025-07-10 18:43:00,2025-07-10 20:32:00,45,37,completed
TR25600,RT005,VH013,2025-07-10 06:03:00,2025-07-10 07:24:00,8,7,completed
TR25601,RT005,VH011,2025-07-10 11:11:00,2025-07-10 12:24:00,12,8,completed
TR25602,RT005,VH013,2025-07-10 16:46:00,2025-07-10 17:51:00,8,4,completed
TR25603,RT006,VH010,2025-07-10 06:02:00,2025-07-10 08:01:00,49,38,completed
TR25604,RT006,VH003,2025-07-10 09:54:00,2025-07-10 11:18:00,49,47,completed
TR25605,RT006,VH010,2025-07-10 13:57:00,2025-07-10 15:25:00,49,29,completed
TR25606,RT006,VH003,2025-07-10 17:57:00,2025-07-10 19:30:00,49,30,completed
TR25607,RT007,VH015,2025-07-10 05:51:00,2025-07-10 06:57:00,12,11,completed
TR25608,RT007,VH015,2025-07-10 11:11:00,2025-07-10 12:07:00,12,7,completed
TR25609,RT007,VH015,2025-07-10 16:37:00,2025-07-10 17:28:00,12,5,completed
TR25610,RT008,VH008,2025-07-10 06:07:00,2025-07-10 06:52:00,40,31,completed
TR25611,RT008,VH002,2025-07-10 08:38:00,2025-07-10 09:26:00,55,29,completed
TR25612,RT008,VH002,2025-07-10 11:30:00,2025-07-10 12:15:00,55,33,completed
TR25613,RT008,VH002,2025-07-10 13:53:00,2025-07-10 14:41:00,55,26,completed
TR25614,RT008,VH016,2025-07-10 16:32:00,2025-07-10 17:29:00,55,40,completed
TR25615,RT008,VH001,2025-07-10 19:17:00,2025-07-10 20:02:00,55,52,completed
TR25616,RT009,VH002,2025-07-10 06:07:00,2025-07-10 07:57:00,55,46,completed
TR25617,RT009,VH002,2025-07-10 11:12:00,2025-07-10 13:19:00,55,32,completed
TR25618,RT009,VH005,2025-07-10 16:41:00,2025-07-10 18:28:00,45,23,completed
TR25619,RT010,VH014,2025-07-10 05:58:00,2025-07-10 06:30:00,8,6,completed
TR25620,RT010,VH014,2025-07-10 10:08:00,2025-07-10 10:48:00,8,6,completed
TR25621,RT010,VH013,2025-07-10 13:56:00,2025-07-10 14:27:00,8,6,completed
TR25622,RT010,VH013,2025-07-10 18:02:00,2025-07-10 18:37:00,8,5,completed
TR25623,RT001,VH016,2025-07-11 06:04:00,2025-07-11 07:27:00,55,33,completed
TR25624,RT001,VH002,2025-07-11 07:58:00,2025-07-11 09:04:00,55,28,completed
TR25625,RT001,VH007,2025-07-11 10:01:00,2025-07-11 11:01:00,40,38,completed
TR25626,RT001,VH016,2025-07-11 12:01:00,2025-07-11 13:10:00,55,48,completed
TR25627,RT001,VH001,2025-07-11 14:10:00,2025-07-11 15:23:00,55,36,completed
TR25628,RT001,VH001,2025-07-11 15:59:00,2025-07-11 17:20:00,55,49,completed
TR25629,RT001,VH002,2025-07-11 17:52:00,2025-07-11 19:02:00,55,27,completed
TR25630,RT001,VH002,2025-07-11 20:01:00,2025-07-11 21:02:00,55,27,completed
TR25631,RT002,VH010,2025-07-11 06:08:00,2025-07-11 07:15:00,49,26,completed
TR25632,RT002,VH003,2025-07-11 08:46:00,2025-07-11 09:43:00,49,42,completed
TR25633,RT002,VH004,2025-07-11 11:27:00,2025-07-11 12:47:00,49,44,completed
TR25634,RT002,VH003,2025-07-11 14:08:00,2025-07-11 15:19:00,49,31,completed
TR25635,RT002,VH003,2025-07-11 16:43:00,2025-07-11 17:45:00,49,40,completed
TR25636,RT002,VH017,2025-07-11 19:18:00,2025-07-11 20:24:00,49,25,completed
TR25637,RT003,VH005,2025-07-11 06:03:00,2025-07-11 08:43:00,45,21,completed
TR25638,RT003,VH005,2025-07-11 10:00:00,2025-07-11 12:04:00,45,35,completed
TR25639,RT003,VH006,2025-07-11 14:08:00,2025-07-11 16:46:00,45,25,completed
TR25640,RT003,VH006,2025-07-11 17:52:00,2025-07-11 19:43:00,45,26,completed
TR25641,RT004,VH005,2025-07-11 06:02:00,2025-07-11 07:52:00,45,25,completed
TR25642,RT004,VH005,2025-07-11 09:09:00,2025-07-11 10:49:00,45,38,completed
TR25643,RT004,VH006,2025-07-11 12:26:00,2025-07-11 13:50:00,45,40,completed
TR25644,RT004,VH006,2025-07-11 15:40:00,2025-07-11 17:05:00,45,34,completed
TR25645,RT004,VH006,2025-07-11 18:49:00,2025-07-11 20:07:00,45,26,completed
TR25646,RT005,VH018,2025-07-11 06:06:00,2025-07-11 07:07:00,8,5,completed
TR25647,RT005,VH011,2025-07-11 11:28:00,2025-07-11 12:29:00,12,6,completed
TR25648,RT005,VH018,2025-07-11 16:35:00,2025-07-11 18:00:00,8,4,completed
TR25649,RT006,VH009,2025-07-11 05:56:00,2025-07-11 07:52:00,40,22,completed
TR25650,RT006,VH010,2025-07-11 10:02:00,2025-07-11 11:59:00,49,27,completed
TR25651,RT006,VH010,2025-07-11 14:08:00,2025-07-11 16:04:00,49,46,completed
TR25652,RT006,VH003,2025-07-11 18:06:00,2025-07-11 19:47:00,49,32,completed
TR25653,RT007,VH012,2025-07-11 06:01:00,2025-07-11 06:54:00,12,8,completed
TR25654,RT007,VH015,2025-07-11 11:15:00,2025-07-11 12:08:00,12,8,completed
TR25655,RT007,VH014,2025-07-11 16:32:00,2025-07-11 17:38:00,8,4,completed
TR25656,RT008,VH016,2025-07-11 05:52:00,2025-07-11 06:37:00,55,45,completed
TR25657,RT008,VH002,2025-07-11 08:32:00,2025-07-11 09:28:00,55,30,completed
TR25658,RT008,VH002,2025-07-11 11:11:00,2025-07-11 12:07:00,55,46,completed
TR25659,RT008,VH001,2025-07-11 14:00:00,2025-07-11 14:54:00,55,42,completed
TR25660,RT008,VH016,2025-07-11 16:39:00,2025-07-11 17:29:00,55,43,completed
TR25661,RT008,VH001,2025-07-11 19:26:00,2025-07-11 20:08:00,55,31,completed
TR25662,RT009,VH002,2025-07-11 06:05:00,2025-07-11 07:55:00,55,38,completed
TR25663,RT009,VH002,2025-07-11 11:12:00,2025-07-11 13:05:00,55,33,completed
TR25664,RT009,VH005,2025-07-11 16:33:00,2025-07-11 18:19:00,45,41,completed
TR25665,RT010,VH013,2025-07-11 06:06:00,2025-07-11 06:36:00,8,6,completed
TR25666,RT010,VH018,2025-07-11 10:05:00,2025-07-11 10:39:00,8,4,completed
TR25667,RT010,VH011,2025-07-11 13:50:00,2025-07-11 14:28:00,12,6,completed
TR25668,RT010,VH018,2025-07-11 18:07:00,2025-07-11 18:43:00,8,5,completed
TR25669,RT001,VH008,2025-07-12 06:08:00,2025-07-12 07:18:00,40,35,completed
TR25670,RT001,VH002,2025-07-12 08:02:00,2025-07-12 08:59:00,55,51,completed
TR25671,RT001,VH008,2025-07-12 09:58:00,2025-07-12 11:22:00,40,26,completed
TR25672,RT001,VH008,2025-07-12 11:56:00,2025-07-12 12:56:00,40,25,completed
TR25673,RT001,VH016,2025-07-12 13:55:00,2025-07-12 15:08:00,55,27,completed
TR25674,RT001,VH002,2025-07-12 16:06:00,2025-07-12 17:28:00,55,46,completed
TR25675,RT001,VH002,2025-07-12 17:51:00,2025-07-12 19:12:00,55,34,completed
TR25676,RT001,VH001,2025-07-12 19:54:00,2025-07-12 21:00:00,55,34,completed
TR25677,RT002,VH010,2025-07-12 05:53:00,2025-07-12 06:49:00,49,44,completed
TR25678,RT002,VH017,2025-07-12 08:36:00,2025-07-12 09:53:00,49,40,completed
TR25679,RT002,VH010,2025-07-12 11:10:00,2025-07-12 12:21:00,49,42,completed
TR25680,RT002,VH017,2025-07-12 14:07:00,2025-07-12 15:04:00,49,47,completed
TR25681,RT002,VH017,2025-07-12 16:42:00,2025-07-12 17:56:00,49,27,completed
TR25682,RT002,VH017,2025-07-12 19:22:00,2025-07-12 20:31:00,49,39,completed
TR25683,RT003,VH006,2025-07-12 06:07:00,2025-07-12 08:19:00,45,29,completed
TR25684,RT003,VH006,2025-07-12 09:54:00,2025-07-12 12:06:00,45,26,completed
TR25685,RT003,VH004,2025-07-12 14:00:00,2025-07-12 16:32:00,49,28,completed
TR25686,RT003,VH005,2025-07-12 18:07:00,2025-07-12 20:40:00,45,34,completed
TR25687,RT004,VH009,2025-07-12 06:04:00,2025-07-12 07:38:00,40,21,completed
TR25688,RT004,VH009,2025-07-12 09:14:00,2025-07-12 10:49:00,40,21,completed
TR25689,RT004,VH006,2025-07-12 12:15:00,2025-07-12 13:37:00,45,39,completed
TR25690,RT004,VH006,2025-07-12 15:31:00,2025-07-12 16:59:00,45,39,completed
TR25691,RT004,VH006,2025-07-12 18:49:00,2025-07-12 20:30:00,45,43,completed
TR25692,RT005,VH013,2025-07-12 05:56:00,2025-07-12 07:13:00,8,4,completed
TR25693,RT005,VH011,2025-07-12 11:16:00,2025-07-12 12:42:00,12,10,completed
TR25694,RT005,VH018,2025-07-12 16:43:00,2025-07-12 17:47:00,8,6,completed
TR25695,RT006,VH003,2025-07-12 05:53:00,2025-07-12 07:50:00,49,40,completed
TR25696,RT006,VH003,2025-07-12 10:07:00,2025-07-12 11:54:00,49,27,completed
TR25697,RT006,VH010,2025-07-12 13:52:00,2025-07-12 15:19:00,49,30,completed
TR25698,RT006,VH009,2025-07-12 18:05:00,2025-07-12 19:32:00,40,40,completed
TR25699,RT007,VH012,2025-07-12 06:08:00,2025-07-12 07:02:00,12,9,completed
TR25700,RT007,VH015,2025-07-12 11:18:00,2025-07-12 12:25:00,12,8,completed
TR25701,RT007,VH012,2025-07-12 16:48:00,2025-07-12 17:56:00,12,5,completed
TR25702,RT008,VH016,2025-07-12 05:56:00,2025-07-12 06:41:00,55,33,completed
TR25703,RT008,VH008,2025-07-12 08:49:00,2025-07-12 09:38:00,40,19,completed
TR25704,RT008,VH001,2025-07-12 11:11:00,2025-07-12 12:05:00,55,40,completed
TR25705,RT008,VH001,2025-07-12 13:52:00,2025-07-12 14:47:00,55,26,completed
TR25706,RT008,VH001,2025-07-12 16:34:00,2025-07-12 17:20:00,55,40,completed
TR25707,RT008,VH008,2025-07-12 19:16:00,2025-07-12 20:00:00,40,25,completed
TR25708,RT009,VH006,2025-07-12 05:56:00,2025-07-12 07:57:00,45,22,completed
TR25709,RT009,VH006,2025-07-12 11:16:00,2025-07-12 12:50:00,45,45,completed
TR25710,RT009,VH002,2025-07-12 16:49:00,2025-07-12 18:24:00,55,29,completed
TR25711,RT010,VH011,2025-07-12 06:00:00,2025-07-12 06:43:00,12,7,completed
TR25712,RT010,VH018,2025-07-12 09:58:00,2025-07-12 10:36:00,8,4,completed
TR25713,RT010,VH011,2025-07-12 14:05:00,2025-07-12 14:36:00,12,10,completed
TR25714,RT010,VH011,2025-07-12 18:05:00,2025-07-12 18:48:00,12,8,completed
TR25715,RT001,VH002,2025-07-13 06:06:00,2025-07-13 07:15:00,55,27,completed
TR25716,RT001,VH016,2025-07-13 07:56:00,2025-07-13 09:16:00,55,47,completed
TR25717,RT001,VH007,2025-07-13 09:54:00,2025-07-13 10:59:00,40,39,completed
TR25718,RT001,VH008,2025-07-13 11:59:00,2025-07-13 13:08:00,40,33,completed
TR25719,RT001,VH001,2025-07-13 13:57:00,2025-07-13 14:57:00,55,35,completed
TR25720,RT001,VH002,2025-07-13 16:09:00,2025-07-13 17:30:00,55,52,completed
TR25721,RT001,VH001,2025-07-13 18:10:00,2025-07-13 19:18:00,55,54,completed
TR25722,RT001,VH001,2025-07-13 19:59:00,2025-07-13 21:19:00,55,30,completed
TR25723,RT002,VH004,2025-07-13 06:08:00,2025-07-13 07:10:00,49,25,completed
TR25724,RT002,VH017,2025-07-13 08:31:00,2025-07-13 09:30:00,49,24,completed
TR25725,RT002,VH003,2025-07-13 11:23:00,2025-07-13 12:32:00,49,37,completed
TR25726,RT002,VH017,2025-07-13 13:53:00,2025-07-13 14:58:00,49,34,completed
TR25727,RT002,VH004,2025-07-13 16:34:00,2025-07-13 17:35:00,49,29,completed
TR25728,RT002,VH004,2025-07-13 19:19:00,2025-07-13 20:31:00,49,40,completed
TR25729,RT003,VH006,2025-07-13 06:02:00,2025-07-13 07:53:00,45,44,completed
TR25730,RT003,VH004,2025-07-13 10:05:00,2025-07-13 12:37:00,49,24,completed
TR25731,RT003,VH006,2025-07-13 13:59:00,2025-07-13 15:53:00,45,25,completed
TR25732,RT003,VH004,2025-07-13 18:10:00,2025-07-13 20:24:00,49,27,completed
TR25733,RT004,VH006,2025-07-13 06:05:00,2025-07-13 07:48:00,45,41,completed
TR25734,RT004,VH005,2025-07-13 09:05:00,2025-07-13 10:49:00,45,25,completed
TR25735,RT004,VH009,2025-07-13 12:32:00,2025-07-13 14:11:00,40,30,completed
TR25736,RT004,VH005,2025-07-13 15:26:00,2025-07-13 16:56:00,45,37,completed
TR25737,RT004,VH009,2025-07-13 18:56:00,2025-07-13 20:41:00,40,28,completed
TR25738,RT005,VH018,2025-07-13 05:57:00,2025-07-13 07:10:00,8,7,completed
TR25739,RT005,VH011,2025-07-13 11:15:00,2025-07-13 12:27:00,12,5,completed
TR25740,RT005,VH011,2025-07-13 16:36:00,2025-07-13 17:37:00,12,12,completed
TR25741,RT006,VH009,2025-07-13 06:10:00,2025-07-13 07:48:00,40,24,completed
TR25742,RT006,VH010,2025-07-13 09:50:00,2025-07-13 11:35:00,49,26,completed
TR25743,RT006,VH003,2025-07-13 14:02:00,2025-07-13 16:01:00,49,29,completed
TR25744,RT006,VH003,2025-07-13 17:51:00,2025-07-13 19:21:00,49,39,completed
TR25745,RT007,VH015,2025-07-13 05:50:00,2025-07-13 06:47:00,12,10,completed
TR25746,RT007,VH015,2025-07-13 11:23:00,2025-07-13 12:16:00,12,11,completed
TR25747,RT007,VH014,2025-07-13 16:39:00,2025-07-13 17:48:00,8,4,completed
TR25748,RT008,VH016,2025-07-13 06:08:00,2025-07-13 07:06:00,55,34,completed
TR25749,RT008,VH001,2025-07-13 08:49:00,2025-07-13 09:32:00,55,49,completed
TR25750,RT008,VH008,2025-07-13 11:17:00,2025-07-13 12:17:00,40,33,completed
TR25751,RT008,VH002,2025-07-13 14:08:00,2025-07-13 15:03:00,55,33,completed
TR25752,RT008,VH002,2025-07-13 16:49:00,2025-07-13 17:32:00,55,42,completed
TR25753,RT008,VH008,2025-07-13 19:22:00,2025-07-13 20:17:00,40,26,completed
TR25754,RT009,VH005,2025-07-13 06:02:00,2025-07-13 08:03:00,45,28,completed
TR25755,RT009,VH002,2025-07-13 11:17:00,2025-07-13 12:55:00,55,35,completed
TR25756,RT009,VH005,2025-07-13 16:50:00,2025-07-13 18:25:00,45,45,completed
TR25757,RT010,VH014,2025-07-13 05:55:00,2025-07-13 06:27:00,8,5,completed
TR25758,RT010,VH018,2025-07-13 10:01:00,2025-07-13 10:45:00,8,6,completed
TR25759,RT010,VH014,2025-07-13 14:04:00,2025-07-13 14:45:00,8,6,completed
TR25760,RT010,VH018,2025-07-13 17:50:00,2025-07-13 18:31:00,8,4,completed
TR25761,RT001,VH001,2025-07-14 06:00:00,2025-07-14 07:08:00,55,32,completed
TR25762,RT001,VH001,2025-07-14 08:02:00,2025-07-14 09:26:00,55,52,completed
TR25763,RT001,VH001,2025-07-14 09:51:00,2025-07-14 10:53:00,55,51,completed
TR25764,RT001,VH016,2025-07-14 12:00:00,2025-07-14 13:15:00,55,47,completed
TR25765,RT001,VH016,2025-07-14 13:52:00,2025-07-14 15:02:00,55,38,completed
TR25766,RT001,VH001,2025-07-14 16:05:00,2025-07-14 17:25:00,55,35,completed
TR25767,RT001,VH002,2025-07-14 18:00:00,2025-07-14 19:15:00,55,31,completed
TR25768,RT001,VH002,2025-07-14 20:01:00,2025-07-14 21:25:00,55,32,completed
TR25769,RT002,VH010,2025-07-14 05:56:00,2025-07-14 07:00:00,49,34,completed
TR25770,RT002,VH003,2025-07-14 08:39:00,2025-07-14 09:45:00,49,38,completed
TR25771,RT002,VH004,2025-07-14 11:23:00,2025-07-14 12:35:00,49,39,completed
TR25772,RT002,VH003,2025-07-14 13:58:00,2025-07-14 14:56:00,49,38,completed
TR25773,RT002,VH004,2025-07-14 16:30:00,2025-07-14 17:45:00,49,45,completed
TR25774,RT002,VH010,2025-07-14 19:30:00,2025-07-14 20:42:00,49,39,completed
TR25775,RT003,VH004,2025-07-14 06:02:00,2025-07-14 08:39:00,49,32,completed
TR25776,RT003,VH004,2025-07-14 10:05:00,2025-07-14 12:26:00,49,36,completed
TR25777,RT003,VH006,2025-07-14 14:07:00,2025-07-14 16:16:00,45,40,completed
TR25778,RT003,VH006,2025-07-14 18:02:00,2025-07-14 19:55:00,45,38,completed
TR25779,RT004,VH006,2025-07-14 05:59:00,2025-07-14 07:43:00,45,35,completed
TR25780,RT004,VH006,2025-07-14 09:15:00,2025-07-14 10:44:00,45,22,completed
TR25781,RT004,VH005,2025-07-14 12:28:00,2025-07-14 13:57:00,45,25,completed
TR25782,RT004,VH005,2025-07-14 15:42:00,2025-07-14 17:06:00,45,28,completed
TR25783,RT004,VH005,2025-07-14 18:38:00,2025-07-14 20:24:00,45,35,completed
TR25784,RT005,VH018,2025-07-14 06:04:00,2025-07-14 07:16:00,8,5,completed
TR25785,RT005,VH011,2025-07-14 11:15:00,2025-07-14 12:14:00,12,11,completed
TR25786,RT005,VH013,2025-07-14 16:37:00,2025-07-14 17:38:00,8,5,completed
TR25787,RT006,VH010,2025-07-14 06:07:00,2025-07-14 07:37:00,49,37,completed
TR25788,RT006,VH010,2025-07-14 10:06:00,2025-07-14 11:34:00,49,26,completed
TR25789,RT006,VH003,2025-07-14 14:09:00,2025-07-14 16:03:00,49,33,completed
TR25790,RT006,VH010,2025-07-14 17:52:00,2025-07-14 19:33:00,49,39,completed
TR25791,RT007,VH012,2025-07-14 06:00:00,2025-07-14 07:03:00,12,10,completed
TR25792,RT007,VH015,2025-07-14 11:28:00,2025-07-14 12:22:00,12,11,completed
TR25793,RT007,VH015,2025-07-14 16:46:00,2025-07-14 17:43:00,12,10,completed
TR25794,RT008,VH001,2025-07-14 05:52:00,2025-07-14 06:45:00,55,26,completed
TR25795,RT008,VH001,2025-07-14 08:38:00,2025-07-14 09:23:00,55,33,completed
TR25796,RT008,VH008,2025-07-14 11:25:00,2025-07-14 12:18:00,40,32,completed
TR25797,RT008,VH001,2025-07-14 14:02:00,2025-07-14 14:43:00,55,34,completed
TR25798,RT008,VH001,2025-07-14 16:36:00,2025-07-14 17:31:00,55,36,completed
TR25799,RT008,VH001,2025-07-14 19:30:00,2025-07-14 20:14:00,55,35,completed
TR25800,RT009,VH005,2025-07-14 05:55:00,2025-07-14 07:30:00,45,35,completed
TR25801,RT009,VH005,2025-07-14 11:19:00,2025-07-14 12:59:00,45,42,completed
TR25802,RT009,VH005,2025-07-14 16:37:00,2025-07-14 18:05:00,45,36,completed
TR25803,RT010,VH014,2025-07-14 05:54:00,2025-07-14 06:24:00,8,4,completed
TR25804,RT010,VH011,2025-07-14 10:09:00,2025-07-14 10:50:00,12,6,completed
TR25805,RT010,VH018,2025-07-14 13:50:00,2025-07-14 14:22:00,8,5,completed
TR25806,RT010,VH011,2025-07-14 17:51:00,2025-07-14 18:34:00,12,8,completed
TR25807,RT001,VH001,2025-07-15 05:57:00,2025-07-15 07:14:00,55,34,completed
TR25808,RT001,VH007,2025-07-15 07:50:00,2025-07-15 08:53:00,40,19,completed
TR25809,RT001,VH008,2025-07-15 10:01:00,2025-07-15 11:16:00,40,26,completed
TR25810,RT001,VH007,2025-07-15 12:03:00,2025-07-15 13:18:00,40,40,completed
TR25811,RT001,VH001,2025-07-15 13:57:00,2025-07-15 15:08:00,55,37,completed
TR25812,RT001,VH002,2025-07-15 15:59:00,2025-07-15 17:11:00,55,40,completed
