incident_id,trip_id,route_id,delay_category,delay_minutes,impact_level,reported_at,resolved_at,is_cascading,affected_passengers
DI03270,TR27806,RT004,traffic_congestion,13,medium,2025-08-27 15:34:00,2025-08-27 15:54:00,false,40
DI03271,TR27807,RT004,weather_conditions,35,high,2025-08-27 18:43:00,2025-08-27 20:38:00,true,42
DI03272,TR27809,RT005,passenger_boarding,7,low,2025-08-27 11:14:00,2025-08-27 11:23:00,false,7
DI03273,TR27813,RT006,traffic_congestion,8,low,2025-08-27 13:55:00,2025-08-27 14:09:00,false,20
DI03274,TR27818,RT008,weather_conditions,53,critical,2025-08-27 06:04:00,2025-08-27 07:52:00,true,29
DI03275,TR27820,RT008,passenger_boarding,11,medium,2025-08-27 11:16:00,2025-08-27 11:22:00,false,29
DI03276,TR27823,RT008,security_check,21,high,2025-08-27 19:12:00,2025-08-27 19:26:00,false,36
DI03277,TR27825,RT009,traffic_congestion,8,low,2025-08-27 11:20:00,2025-08-27 11:33:00,false,38
DI03278,TR27832,RT001,mechanical_issue,50,critical,2025-08-28 07:55:00,2025-08-28 08:15:00,false,55
DI03279,TR27834,RT001,passenger_boarding,5,low,2025-08-28 12:04:00,2025-08-28 12:07:00,false,36
DI03280,TR27839,RT002,operational_handover,5,low,2025-08-28 06:03:00,2025-08-28 06:22:00,false,49
DI03281,TR27846,RT003,weather_conditions,29,high,2025-08-28 09:55:00,2025-08-28 11:20:00,false,36
DI03282,TR27853,RT004,traffic_congestion,14,medium,2025-08-28 18:48:00,2025-08-28 19:03:00,false,34
DI03283,TR27855,RT005,passenger_boarding,13,medium,2025-08-28 11:17:00,2025-08-28 11:22:00,false,12
DI03284,TR27857,RT006,passenger_boarding,5,low,2025-08-28 05:59:00,2025-08-28 06:06:00,false,43
DI03285,TR27862,RT007,passenger_boarding,5,low,2025-08-28 11:15:00,2025-08-28 11:24:00,false,10
DI03286,TR27873,RT010,traffic_congestion,12,medium,2025-08-28 05:58:00,2025-08-28 06:09:00,true,8
DI03287,TR27888,RT002,security_check,18,medium,2025-08-29 14:04:00,2025-08-29 14:18:00,false,41
DI03288,TR27892,RT003,weather_conditions,26,high,2025-08-29 09:59:00,2025-08-29 10:37:00,false,44
DI03289,TR27893,RT003,traffic_congestion,14,medium,2025-08-29 13:58:00,2025-08-29 14:12:00,true,40
DI03290,TR27895,RT004,security_check,9,low,2025-08-29 06:02:00,2025-08-29 06:16:00,false,33
DI03291,TR27900,RT005,weather_conditions,19,medium,2025-08-29 06:03:00,2025-08-29 06:59:00,false,11
DI03292,TR27905,RT006,traffic_congestion,6,low,2025-08-29 14:01:00,2025-08-29 14:25:00,false,32
DI03293,TR27917,RT009,traffic_congestion,13,medium,2025-08-29 11:18:00,2025-08-29 11:29:00,true,34
DI03294,TR27937,RT003,traffic_congestion,12,medium,2025-08-30 05:58:00,2025-08-30 06:16:00,false,38
DI03295,TR27938,RT003,mechanical_issue,50,critical,2025-08-30 09:59:00,2025-08-30 10:36:00,false,25
DI03296,TR27944,RT004,weather_conditions,55,critical,2025-08-30 15:33:00,2025-08-30 16:08:00,false,33
DI03297,TR27963,RT009,traffic_congestion,26,high,2025-08-30 11:19:00,2025-08-30 11:31:00,false,50
DI03298,TR27970,RT001,traffic_congestion,12,medium,2025-08-31 07:56:00,2025-08-31 08:23:00,false,38
DI03299,TR27982,RT002,road_closure,27,high,2025-08-31 19:10:00,2025-08-31 19:58:00,false,47
DI03300,TR27983,RT003,road_closure,18,medium,2025-08-31 06:02:00,2025-08-31 06:55:00,false,46
DI03301,TR27995,RT006,operational_handover,13,medium,2025-08-31 05:56:00,2025-08-31 06:06:00,false,29
DI03302,TR27998,RT006,traffic_congestion,14,medium,2025-08-31 17:58:00,2025-08-31 18:12:00,false,24
DI03303,TR28007,RT008,operational_handover,11,medium,2025-08-31 19:17:00,2025-08-31 19:35:00,false,46
DI03304,TR28026,RT002,passenger_boarding,9,low,2025-09-01 13:55:00,2025-09-01 14:05:00,false,39
DI03305,TR28029,RT003,traffic_congestion,12,medium,2025-09-01 06:05:00,2025-09-01 06:20:00,false,33
DI03306,TR28076,RT003,weather_conditions,15,medium,2025-09-02 10:00:00,2025-09-02 10:58:00,false,20
DI03307,TR28083,RT004,traffic_congestion,11,medium,2025-09-02 18:44:00,2025-09-02 18:54:00,false,24
DI03308,TR28090,RT006,traffic_congestion,22,high,2025-09-02 18:00:00,2025-09-02 18:26:00,true,29
DI03309,TR28100,RT009,traffic_congestion,5,low,2025-09-02 05:59:00,2025-09-02 06:18:00,false,26
DI03310,TR28115,RT002,traffic_congestion,7,low,2025-09-03 05:59:00,2025-09-03 06:27:00,false,28
DI03311,TR28134,RT006,passenger_boarding,9,low,2025-09-03 10:04:00,2025-09-03 10:07:00,false,29
DI03312,TR28149,RT010,mechanical_issue,26,high,2025-09-03 05:56:00,2025-09-03 06:51:00,false,5
DI03313,TR28153,RT001,security_check,5,low,2025-09-04 06:04:00,2025-09-04 06:22:00,false,29
DI03314,TR28167,RT003,road_closure,40,high,2025-09-04 06:04:00,2025-09-04 06:55:00,false,37
DI03315,TR28168,RT003,security_check,5,low,2025-09-04 09:57:00,2025-09-04 10:11:00,false,19
DI03316,TR28170,RT003,passenger_boarding,5,low,2025-09-04 18:04:00,2025-09-04 18:13:00,false,19
DI03317,TR28182,RT006,traffic_congestion,5,low,2025-09-04 18:00:00,2025-09-04 18:10:00,false,23
DI03318,TR28184,RT007,traffic_congestion,14,medium,2025-09-04 11:10:00,2025-09-04 11:31:00,false,5
DI03319,TR28192,RT009,traffic_congestion,10,low,2025-09-04 06:02:00,2025-09-04 06:28:00,false,37
DI03320,TR28205,RT001,traffic_congestion,7,low,2025-09-05 17:58:00,2025-09-05 18:12:00,false,32
DI03321,TR28212,RT002,road_closure,32,high,2025-09-05 19:16:00,2025-09-05 19:49:00,false,20
DI03322,TR28218,RT004,passenger_boarding,12,medium,2025-09-05 09:12:00,2025-09-05 09:17:00,false,33
DI03323,TR28239,RT009,passenger_boarding,10,low,2025-09-05 11:12:00,2025-09-05 11:19:00,false,29
DI03324,TR28247,RT001,traffic_congestion,5,low,2025-09-06 09:56:00,2025-09-06 10:12:00,false,26
DI03325,TR28252,RT001,mechanical_issue,42,critical,2025-09-06 19:56:00,2025-09-06 20:35:00,false,37
DI03326,TR28260,RT003,traffic_congestion,22,high,2025-09-06 09:59:00,2025-09-06 10:15:00,false,23
DI03327,TR28263,RT004,mechanical_issue,67,critical,2025-09-06 05:57:00,2025-09-06 07:11:00,false,23
DI03328,TR28267,RT004,weather_conditions,13,medium,2025-09-06 18:41:00,2025-09-06 19:54:00,false,17
DI03329,TR28273,RT006,traffic_congestion,5,low,2025-09-06 13:55:00,2025-09-06 14:24:00,true,19
DI03330,TR28280,RT008,security_check,20,medium,2025-09-06 11:12:00,2025-09-06 11:36:00,false,43
DI03331,TR28285,RT009,road_closure,19,medium,2025-09-06 11:19:00,2025-09-06 11:42:00,false,20
DI03332,TR28290,RT010,traffic_congestion,5,low,2025-09-06 18:02:00,2025-09-06 18:23:00,false,4
DI03333,TR28306,RT003,weather_conditions,32,high,2025-09-07 09:58:00,2025-09-07 11:58:00,false,28
DI03334,TR28315,RT005,weather_conditions,5,low,2025-09-07 11:16:00,2025-09-07 12:14:00,false,5
DI03335,TR28317,RT006,traffic_congestion,16,medium,2025-09-07 05:58:00,2025-09-07 06:23:00,false,25
DI03336,TR28324,RT008,road_closure,26,high,2025-09-07 05:58:00,2025-09-07 06:30:00,false,28
DI03337,TR28330,RT009,passenger_boarding,15,medium,2025-09-07 05:55:00,2025-09-07 06:05:00,false,39
DI03338,TR28331,RT009,traffic_congestion,17,medium,2025-09-07 11:16:00,2025-09-07 11:46:00,false,29
DI03339,TR28343,RT001,operational_handover,5,low,2025-09-08 17:55:00,2025-09-08 18:06:00,false,35
DI03340,TR28351,RT003,traffic_congestion,6,low,2025-09-08 06:05:00,2025-09-08 06:22:00,false,27
DI03341,TR28353,RT003,traffic_congestion,29,high,2025-09-08 14:03:00,2025-09-08 14:18:00,false,28
DI03342,TR28360,RT005,passenger_boarding,11,medium,2025-09-08 06:04:00,2025-09-08 06:10:00,false,5
DI03343,TR28365,RT006,passenger_boarding,5,low,2025-09-08 13:56:00,2025-09-08 14:02:00,false,30
DI03344,TR28366,RT006,weather_conditions,14,medium,2025-09-08 18:02:00,2025-09-08 19:50:00,false,31
DI03345,TR28405,RT004,traffic_congestion,11,medium,2025-09-09 18:41:00,2025-09-09 19:08:00,false,33
DI03346,TR28409,RT006,operational_handover,8,low,2025-09-09 05:57:00,2025-09-09 06:16:00,true,33
DI03347,TR28412,RT006,weather_conditions,13,medium,2025-09-09 18:01:00,2025-09-09 18:33:00,false,37
DI03348,TR28423,RT009,traffic_congestion,5,low,2025-09-09 11:14:00,2025-09-09 11:29:00,false,40
DI03349,TR28426,RT010,mechanical_issue,64,critical,2025-09-09 10:03:00,2025-09-09 10:48:00,false,5
DI03350,TR28431,RT001,mechanical_issue,35,high,2025-09-10 10:02:00,2025-09-10 10:41:00,false,27
DI03351,TR28439,RT002,passenger_boarding,6,low,2025-09-10 11:13:00,2025-09-10 11:22:00,false,23
DI03352,TR28445,RT003,traffic_congestion,13,medium,2025-09-10 13:57:00,2025-09-10 14:23:00,false,22
DI03353,TR28455,RT006,weather_conditions,29,high,2025-09-10 06:05:00,2025-09-10 07:03:00,false,30
DI03354,TR28457,RT006,passenger_boarding,9,low,2025-09-10 13:57:00,2025-09-10 14:03:00,false,25
DI03355,TR28462,RT008,passenger_boarding,13,medium,2025-09-10 05:57:00,2025-09-10 06:01:00,true,39
DI03356,TR28477,RT001,traffic_congestion,18,medium,2025-09-11 10:05:00,2025-09-11 10:18:00,false,26
DI03357,TR28501,RT006,passenger_boarding,10,low,2025-09-11 05:55:00,2025-09-11 05:59:00,false,31
DI03358,TR28504,RT006,weather_conditions,35,high,2025-09-11 18:02:00,2025-09-11 19:56:00,false,36
DI03359,TR28513,RT008,operational_handover,6,low,2025-09-11 19:20:00,2025-09-11 19:31:00,false,24
DI03360,TR28519,RT010,security_check,24,high,2025-09-11 14:05:00,2025-09-11 14:23:00,false,3
DI03361,TR28531,RT002,security_check,19,medium,2025-09-12 11:18:00,2025-09-12 11:34:00,false,40
DI03362,TR28535,RT003,road_closure,16,medium,2025-09-12 05:59:00,2025-09-12 06:39:00,false,36
DI03363,TR28561,RT009,operational_handover,8,low,2025-09-12 11:17:00,2025-09-12 11:32:00,false,36
DI03364,TR28570,RT001,traffic_congestion,5,low,2025-09-13 11:55:00,2025-09-13 12:21:00,false,44
DI03365,TR28584,RT003,passenger_boarding,5,low,2025-09-13 17:58:00,2025-09-13 18:05:00,false,38
DI03366,TR28595,RT006,mechanical_issue,51,critical,2025-09-13 14:05:00,2025-09-13 15:05:00,false,24
DI03367,TR28600,RT008,operational_handover,10,low,2025-09-13 06:00:00,2025-09-13 06:08:00,false,36
DI03368,TR28602,RT008,weather_conditions,14,medium,2025-09-13 11:18:00,2025-09-13 12:09:00,false,33
DI03369,TR28618,RT001,passenger_boarding,5,low,2025-09-14 15:59:00,2025-09-14 16:04:00,false,29
DI03370,TR28623,RT002,weather_conditions,5,low,2025-09-14 11:15:00,2025-09-14 12:05:00,false,23
DI03371,TR28627,RT003,weather_conditions,14,medium,2025-09-14 05:57:00,2025-09-14 06:32:00,true,28
DI03372,TR28628,RT003,traffic_congestion,12,medium,2025-09-14 10:04:00,2025-09-14 10:32:00,false,34
DI03373,TR28634,RT004,traffic_congestion,15,medium,2025-09-14 15:34:00,2025-09-14 15:58:00,false,17
DI03374,TR28639,RT006,traffic_congestion,5,low,2025-09-14 06:01:00,2025-09-14 06:30:00,false,23
DI03375,TR28649,RT008,weather_conditions,33,high,2025-09-14 14:05:00,2025-09-14 15:46:00,false,38
DI03376,TR28667,RT002,passenger_boarding,11,medium,2025-09-15 05:58:00,2025-09-15 06:03:00,false,34
DI03377,TR28680,RT004,operational_handover,6,low,2025-09-15 15:32:00,2025-09-15 15:43:00,false,29
DI03378,TR28718,RT002,traffic_congestion,23,high,2025-09-16 19:10:00,2025-09-16 19:26:00,false,37
DI03379,TR28722,RT003,weather_conditions,11,medium,2025-09-16 18:00:00,2025-09-16 19:20:00,false,27
DI03380,TR28732,RT006,traffic_congestion,5,low,2025-09-16 09:59:00,2025-09-16 10:12:00,false,27
DI03381,TR28744,RT009,traffic_congestion,16,medium,2025-09-16 06:03:00,2025-09-16 06:18:00,false,22
DI03382,TR28751,RT001,passenger_boarding,5,low,2025-09-17 06:02:00,2025-09-17 06:10:00,false,33
DI03383,TR28765,RT003,traffic_congestion,5,low,2025-09-17 05:55:00,2025-09-17 06:13:00,false,30
DI03384,TR28772,RT004,traffic_congestion,10,low,2025-09-17 15:25:00,2025-09-17 15:44:00,false,20
DI03385,TR28773,RT004,operational_handover,27,high,2025-09-17 18:45:00,2025-09-17 18:57:00,true,33
DI03386,TR28779,RT006,operational_handover,16,medium,2025-09-17 14:02:00,2025-09-17 14:09:00,true,27
DI03387,TR28789,RT008,passenger_boarding,6,low,2025-09-17 19:13:00,2025-09-17 19:19:00,false,37
DI03388,TR28790,RT009,mechanical_issue,5,low,2025-09-17 05:59:00,2025-09-17 06:26:00,false,34
DI03389,TR28803,RT001,security_check,14,medium,2025-09-18 17:56:00,2025-09-18 18:18:00,false,43
DI03390,TR28832,RT008,operational_handover,9,low,2025-09-18 11:12:00,2025-09-18 11:21:00,false,29
DI03391,TR28846,RT001,security_check,16,medium,2025-09-19 12:03:00,2025-09-19 12:22:00,false,27
DI03392,TR28847,RT001,traffic_congestion,5,low,2025-09-19 14:04:00,2025-09-19 14:25:00,false,26
DI03393,TR28856,RT002,traffic_congestion,6,low,2025-09-19 19:20:00,2025-09-19 19:30:00,false,25
DI03394,TR28864,RT004,traffic_congestion,13,medium,2025-09-19 15:31:00,2025-09-19 15:43:00,false,26
DI03395,TR28883,RT009,weather_conditions,11,medium,2025-09-19 11:16:00,2025-09-19 12:27:00,false,37
DI03396,TR28913,RT005,passenger_boarding,9,low,2025-09-20 11:13:00,2025-09-20 11:22:00,false,5
DI03397,TR28924,RT008,weather_conditions,18,medium,2025-09-20 11:15:00,2025-09-20 13:11:00,false,46
DI03398,TR28939,RT001,traffic_congestion,8,low,2025-09-21 13:57:00,2025-09-21 14:25:00,false,42
DI03399,TR28948,RT002,passenger_boarding,10,low,2025-09-21 19:13:00,2025-09-21 19:20:00,false,40
DI03400,TR28949,RT003,weather_conditions,5,low,2025-09-21 05:55:00,2025-09-21 07:22:00,false,23
DI03401,TR28950,RT003,traffic_congestion,7,low,2025-09-21 10:01:00,2025-09-21 10:31:00,false,34
DI03402,TR28952,RT003,mechanical_issue,12,medium,2025-09-21 18:02:00,2025-09-21 19:22:00,false,35
DI03403,TR28956,RT004,security_check,18,medium,2025-09-21 15:28:00,2025-09-21 15:43:00,true,19
DI03404,TR28962,RT006,passenger_boarding,6,low,2025-09-21 10:02:00,2025-09-21 10:11:00,false,41
DI03405,TR28975,RT009,operational_handover,14,medium,2025-09-21 11:13:00,2025-09-21 11:32:00,true,36
DI03406,TR28991,RT002,road_closure,30,high,2025-09-22 11:19:00,2025-09-22 11:53:00,false,37
DI03407,TR28994,RT002,mechanical_issue,41,critical,2025-09-22 19:17:00,2025-09-22 19:49:00,false,20
DI03408,TR29002,RT004,security_check,22,high,2025-09-22 15:30:00,2025-09-22 15:52:00,false,33
DI03409,TR29012,RT007,traffic_congestion,6,low,2025-09-22 11:12:00,2025-09-22 11:24:00,false,6
DI03410,TR29017,RT008,security_check,18,medium,2025-09-22 13:56:00,2025-09-22 14:20:00,false,46
DI03411,TR29046,RT004,traffic_congestion,24,high,2025-09-23 09:20:00,2025-09-23 09:44:00,false,31
DI03412,TR29048,RT004,mechanical_issue,8,low,2025-09-23 15:33:00,2025-09-23 16:52:00,false,28
DI03413,TR29066,RT009,traffic_congestion,14,medium,2025-09-23 05:55:00,2025-09-23 06:08:00,false,32
DI03414,TR29069,RT010,security_check,5,low,2025-09-23 05:55:00,2025-09-23 06:13:00,false,3
DI03415,TR29083,RT002,weather_conditions,18,medium,2025-09-24 11:14:00,2025-09-24 12:00:00,false,39
DI03416,TR29086,RT002,traffic_congestion,10,low,2025-09-24 19:11:00,2025-09-24 19:32:00,false,40
DI03417,TR29095,RT004,operational_handover,9,low,2025-09-24 18:48:00,2025-09-24 18:53:00,false,35
DI03418,TR29108,RT008,traffic_congestion,5,low,2025-09-24 11:17:00,2025-09-24 11:45:00,false,29
DI03419,TR29118,RT010,traffic_congestion,6,low,2025-09-24 18:02:00,2025-09-24 18:21:00,false,7
DI03420,TR29129,RT002,passenger_boarding,5,low,2025-09-25 11:12:00,2025-09-25 11:22:00,false,31
DI03421,TR29132,RT002,traffic_congestion,17,medium,2025-09-25 19:10:00,2025-09-25 19:31:00,false,27
DI03422,TR29133,RT003,road_closure,34,high,2025-09-25 05:59:00,2025-09-25 06:29:00,false,23
DI03423,TR29137,RT004,traffic_congestion,8,low,2025-09-25 06:04:00,2025-09-25 06:29:00,false,22
DI03424,TR29140,RT004,traffic_congestion,10,low,2025-09-25 15:35:00,2025-09-25 16:00:00,false,34
DI03425,TR29154,RT008,operational_handover,14,medium,2025-09-25 11:14:00,2025-09-25 11:31:00,false,28
DI03426,TR29159,RT009,passenger_boarding,5,low,2025-09-25 11:20:00,2025-09-25 11:24:00,false,27
DI03427,TR29173,RT002,traffic_congestion,10,low,2025-09-26 06:03:00,2025-09-26 06:18:00,false,25
DI03428,TR29179,RT003,traffic_congestion,17,medium,2025-09-26 05:56:00,2025-09-26 06:20:00,false,36
DI03429,TR29180,RT003,mechanical_issue,11,medium,2025-09-26 10:04:00,2025-09-26 10:42:00,false,37
DI03430,TR29191,RT006,traffic_congestion,23,high,2025-09-26 05:55:00,2025-09-26 06:19:00,false,21
DI03431,TR29192,RT006,passenger_boarding,11,medium,2025-09-26 10:00:00,2025-09-26 10:06:00,false,25
DI03432,TR29200,RT008,road_closure,33,high,2025-09-26 11:14:00,2025-09-26 11:49:00,false,28
DI03433,TR29205,RT009,weather_conditions,22,high,2025-09-26 11:14:00,2025-09-26 12:20:00,false,28
DI03434,TR29221,RT002,mechanical_issue,19,medium,2025-09-27 11:13:00,2025-09-27 11:44:00,false,28
DI03435,TR29222,RT002,passenger_boarding,9,low,2025-09-27 14:01:00,2025-09-27 14:10:00,true,35
DI03436,TR29224,RT002,operational_handover,7,low,2025-09-27 19:13:00,2025-09-27 19:31:00,false,38
DI03437,TR29227,RT003,passenger_boarding,5,low,2025-09-27 13:57:00,2025-09-27 14:04:00,false,34
DI03438,TR29232,RT004,operational_handover,15,medium,2025-09-27 15:27:00,2025-09-27 15:35:00,false,27
DI03439,TR29250,RT009,operational_handover,6,low,2025-09-27 05:56:00,2025-09-27 06:05:00,false,22
DI03440,TR29258,RT001,passenger_boarding,5,low,2025-09-28 08:00:00,2025-09-28 08:08:00,false,31
DI03441,TR29271,RT003,traffic_congestion,9,low,2025-09-28 05:57:00,2025-09-28 06:15:00,false,30
DI03442,TR29297,RT009,weather_conditions,24,high,2025-09-28 11:10:00,2025-09-28 11:59:00,false,31
DI03443,TR29304,RT001,passenger_boarding,5,low,2025-09-29 08:01:00,2025-09-29 08:11:00,false,27
DI03444,TR29309,RT001,weather_conditions,27,high,2025-09-29 17:55:00,2025-09-29 19:01:00,false,32
DI03445,TR29313,RT002,traffic_congestion,10,low,2025-09-29 11:17:00,2025-09-29 11:40:00,false,39
DI03446,TR29318,RT003,traffic_congestion,10,low,2025-09-29 10:03:00,2025-09-29 10:21:00,false,37
DI03447,TR29341,RT008,traffic_congestion,8,low,2025-09-29 19:17:00,2025-09-29 19:33:00,false,24
DI03448,TR29349,RT001,mechanical_issue,65,critical,2025-09-30 05:57:00,2025-09-30 07:06:00,false,43
DI03449,TR29356,RT001,weather_conditions,8,low,2025-09-30 19:59:00,2025-09-30 21:41:00,false,28
DI03450,TR29357,RT002,security_check,18,medium,2025-09-30 05:57:00,2025-09-30 06:08:00,false,31
DI03451,TR29362,RT002,weather_conditions,27,high,2025-09-30 19:20:00,2025-09-30 20:58:00,false,31
DI03452,TR29363,RT003,weather_conditions,5,low,2025-09-30 05:55:00,2025-09-30 06:29:00,false,22
DI03453,TR29376,RT006,traffic_congestion,7,low,2025-09-30 10:03:00,2025-09-30 10:30:00,false,35
DI03454,TR29401,RT001,traffic_congestion,21,high,2025-10-01 18:01:00,2025-10-01 18:26:00,false,22
DI03455,TR29406,RT002,mechanical_issue,66,critical,2025-10-01 13:57:00,2025-10-01 14:23:00,false,21
DI03456,TR29409,RT003,traffic_congestion,20,medium,2025-10-01 05:57:00,2025-10-01 06:22:00,false,25
DI03457,TR29410,RT003,traffic_congestion,5,low,2025-10-01 10:00:00,2025-10-01 10:26:00,false,29
DI03458,TR29411,RT003,weather_conditions,39,high,2025-10-01 13:59:00,2025-10-01 15:45:00,false,28
DI03459,TR29416,RT004,security_check,13,medium,2025-10-01 15:33:00,2025-10-01 15:48:00,false,23
DI03460,TR29422,RT006,mechanical_issue,5,low,2025-10-01 09:59:00,2025-10-01 11:00:00,false,33
DI03461,TR29424,RT006,passenger_boarding,6,low,2025-10-01 18:04:00,2025-10-01 18:14:00,false,34
DI03462,TR29428,RT008,operational_handover,12,medium,2025-10-01 06:00:00,2025-10-01 06:20:00,false,32
DI03463,TR29435,RT009,road_closure,22,high,2025-10-01 11:10:00,2025-10-01 11:42:00,false,23
DI03464,TR29449,RT002,mechanical_issue,78,critical,2025-10-02 06:00:00,2025-10-02 07:06:00,false,23
DI03465,TR29451,RT002,traffic_congestion,13,medium,2025-10-02 11:12:00,2025-10-02 11:23:00,false,36
DI03466,TR29452,RT002,traffic_congestion,21,high,2025-10-02 13:56:00,2025-10-02 14:19:00,false,30
DI03467,TR29456,RT003,operational_handover,5,low,2025-10-02 09:56:00,2025-10-02 10:12:00,false,30
DI03468,TR29457,RT003,traffic_congestion,5,low,2025-10-02 13:55:00,2025-10-02 14:23:00,false,22
DI03469,TR29469,RT006,operational_handover,7,low,2025-10-02 14:05:00,2025-10-02 14:16:00,true,36
DI03470,TR29476,RT008,weather_conditions,16,medium,2025-10-02 11:18:00,2025-10-02 12:55:00,false,32
DI03471,TR29481,RT009,security_check,20,medium,2025-10-02 11:11:00,2025-10-02 11:29:00,false,36
DI03472,TR29484,RT010,security_check,28,high,2025-10-02 09:55:00,2025-10-02 10:11:00,false,3
DI03473,TR29490,RT001,traffic_congestion,5,low,2025-10-03 11:56:00,2025-10-03 12:26:00,false,25
DI03474,TR29497,RT002,operational_handover,9,low,2025-10-03 11:12:00,2025-10-03 11:27:00,false,26
DI03475,TR29498,RT002,traffic_congestion,18,medium,2025-10-03 13:57:00,2025-10-03 14:07:00,true,37
DI03476,TR29502,RT003,traffic_congestion,12,medium,2025-10-03 10:04:00,2025-10-03 10:33:00,false,37
DI03477,TR29504,RT003,traffic_congestion,12,medium,2025-10-03 18:00:00,2025-10-03 18:30:00,false,31
DI03478,TR29509,RT004,passenger_boarding,16,medium,2025-10-03 18:49:00,2025-10-03 18:56:00,false,20
DI03479,TR29517,RT007,traffic_congestion,17,medium,2025-10-03 06:05:00,2025-10-03 06:35:00,false,5
DI03480,TR29527,RT009,traffic_congestion,18,medium,2025-10-03 11:15:00,2025-10-03 11:36:00,true,36
DI03481,TR29546,RT002,traffic_congestion,5,low,2025-10-04 19:17:00,2025-10-04 19:31:00,false,20
DI03482,TR29548,RT003,weather_conditions,34,high,2025-10-04 10:01:00,2025-10-04 11:44:00,false,32
DI03483,TR29551,RT004,traffic_congestion,16,medium,2025-10-04 05:56:00,2025-10-04 06:08:00,false,28
DI03484,TR29554,RT004,traffic_congestion,5,low,2025-10-04 15:28:00,2025-10-04 15:52:00,false,22
DI03485,TR29559,RT006,weather_conditions,14,medium,2025-10-04 06:03:00,2025-10-04 06:54:00,false,28
DI03486,TR29561,RT006,passenger_boarding,7,low,2025-10-04 14:01:00,2025-10-04 14:05:00,true,31
DI03487,TR29564,RT007,passenger_boarding,6,low,2025-10-04 11:15:00,2025-10-04 11:23:00,false,6
DI03488,TR29568,RT008,traffic_congestion,5,low,2025-10-04 11:20:00,2025-10-04 11:39:00,false,29
DI03489,TR29589,RT002,security_check,13,medium,2025-10-05 11:14:00,2025-10-05 11:34:00,false,20
DI03490,TR29593,RT003,mechanical_issue,8,low,2025-10-05 06:04:00,2025-10-05 07:18:00,false,36
DI03491,TR29597,RT004,weather_conditions,5,low,2025-10-05 05:58:00,2025-10-05 06:42:00,false,23
DI03492,TR29600,RT004,mechanical_issue,39,high,2025-10-05 15:29:00,2025-10-05 16:11:00,false,20
DI03493,TR29606,RT006,traffic_congestion,6,low,2025-10-05 09:57:00,2025-10-05 10:21:00,true,33
DI03494,TR29608,RT006,passenger_boarding,5,low,2025-10-05 18:02:00,2025-10-05 18:12:00,false,27
DI03495,TR29635,RT002,mechanical_issue,12,medium,2025-10-06 11:17:00,2025-10-06 12:33:00,false,34
DI03496,TR29643,RT004,traffic_congestion,16,medium,2025-10-06 05:58:00,2025-10-06 06:15:00,false,35
DI03497,TR29647,RT004,passenger_boarding,7,low,2025-10-06 18:42:00,2025-10-06 18:51:00,false,28
DI03498,TR29665,RT009,traffic_congestion,19,medium,2025-10-06 11:13:00,2025-10-06 11:43:00,false,26
DI03499,TR29692,RT004,passenger_boarding,6,low,2025-10-07 15:26:00,2025-10-07 15:36:00,false,36
DI03500,TR29694,RT005,traffic_congestion,15,medium,2025-10-07 06:05:00,2025-10-07 06:21:00,false,5
DI03501,TR29699,RT006,security_check,10,low,2025-10-07 14:03:00,2025-10-07 14:28:00,false,22
DI03502,TR29711,RT009,passenger_boarding,7,low,2025-10-07 11:18:00,2025-10-07 11:25:00,false,28
DI03503,TR29714,RT010,mechanical_issue,29,high,2025-10-07 09:58:00,2025-10-07 10:39:00,false,4
DI03504,TR29727,RT002,passenger_boarding,10,low,2025-10-08 11:16:00,2025-10-08 11:19:00,false,27
DI03505,TR29744,RT006,traffic_congestion,15,medium,2025-10-08 09:57:00,2025-10-08 10:16:00,true,32
DI03506,TR29746,RT006,weather_conditions,37,high,2025-10-08 17:59:00,2025-10-08 19:04:00,false,24
DI03507,TR29753,RT008,traffic_congestion,13,medium,2025-10-08 13:55:00,2025-10-08 14:20:00,false,29
DI03508,TR29756,RT009,traffic_congestion,7,low,2025-10-08 06:00:00,2025-10-08 06:28:00,false,29
DI03509,TR29760,RT010,operational_handover,6,low,2025-10-08 10:01:00,2025-10-08 10:11:00,false,4
DI03510,TR29762,RT010,weather_conditions,23,high,2025-10-08 17:55:00,2025-10-08 18:57:00,false,6
DI03511,TR29767,RT001,traffic_congestion,14,medium,2025-10-09 13:59:00,2025-10-09 14:11:00,false,19
DI03512,TR29778,RT003,traffic_congestion,25,high,2025-10-09 10:02:00,2025-10-09 10:15:00,false,26
DI03513,TR29779,RT003,weather_conditions,47,critical,2025-10-09 14:02:00,2025-10-09 15:09:00,true,30
DI03514,TR29785,RT004,traffic_congestion,12,medium,2025-10-09 18:48:00,2025-10-09 19:18:00,false,24
DI03515,TR29789,RT006,traffic_congestion,5,low,2025-10-09 06:05:00,2025-10-09 06:15:00,true,23
DI03516,TR29790,RT006,road_closure,24,high,2025-10-09 09:59:00,2025-10-09 10:39:00,false,20
DI03517,TR29796,RT008,traffic_congestion,5,low,2025-10-09 06:03:00,2025-10-09 06:31:00,false,25
DI03518,TR29798,RT008,weather_conditions,26,high,2025-10-09 11:19:00,2025-10-09 12:57:00,false,36
DI03519,TR29819,RT002,passenger_boarding,10,low,2025-10-10 11:12:00,2025-10-10 11:17:00,false,32
